index,Xi,Xj,model
1018,A poor village, struggled to survive due to lack of resources,mistral:latest
1019,A man holds a net while a, fishing for dinner,mistral:latest
1020,I see a bearded man and elderly, wearing a long brown coat.,mistral:latest
1021,A woman holding a broom and duster is looking, at a spotless room with satisfaction,mistral:latest
1022,Shoppers and walkers add vibrancy to the street on, sunny days,mistral:latest
1023,A man in a blue jacket and gloves is, running errands around town,mistral:latest
1024,A dog chasing, its tail wildly,mistral:latest
1025,A bearded man having his picture, taken on a vintage camera.,mistral:latest
1026,Six men wearing yellow suits and orange life vests are, standing on a boat in the middle of a lake.,mistral:latest
1027,Young skateboarder doing a, tricks on the half-pipe.,mistral:latest
1028,A man in a red coat stands outside of," ...the old library, lost in thought.",mistral:latest
1029,Two men wearing gray tank tops and khaki shorts are, standing by a pool at a beach party.,mistral:latest
1030,A small child wearing a white, dress ran excitedly towards the ocean.,mistral:latest
1031,The cowboy kneels down to put the, his lasso around a wild horse,mistral:latest
1032,Two small children hold hands while climbing, up a steep hill together,mistral:latest
1033,young boys at, were playing a fierce game of soccer.,mistral:latest
1034,A woman holding a yoga mat, walked into the peaceful morning class.,mistral:latest
1035,A crowd of people, gathered to watch a street performance.,mistral:latest
1036,A woman is smiling holding, a beautiful bouquet of flowers,mistral:latest
1037,An older man is walking his, dog slowly down the street.,mistral:latest
1038,A woman on a bright street, was taking photographs of colorful buildings,mistral:latest
1039,Player number 23 dunks the basketball into the net,because time ran out for a shot attempt,mistral:latest
1040,A man does a bike trick, ...impressing everyone at the skate park.,mistral:latest
1041,Two men dressing up for a, a masquerade ball,mistral:latest
1042,Man in black with orange kayak paddles through, man was exploring the mysterious lake.,mistral:latest
1043,A man in a white shirt, walked into the room unexpectedly,mistral:latest
1044,An older woman walks by a wall, ...and starts to paint a beautiful mural.,mistral:latest
1045,Women laying down, on the beach to get a tan,mistral:latest
1046,Two white standard poodles playing, in the park together.,mistral:latest
1047,A man selling newspapers, on the busy street corner during rush hour.,mistral:latest
1048,A busy city is filled with cars stuck in traffic along the, streets due to a major accident,mistral:latest
1049,Man in blue boat, ...was rowing towards the lighthouse.,mistral:latest
1050,A man sitting on a bench, appeared to be lost in thought,mistral:latest
1051,A ceremonial parade being held is passing over, a historic bridge,mistral:latest
1052,The cute baby in a diaper and, started crying uncontrollably.,mistral:latest
1053,The beautiful lady is walking, towards her dream house,mistral:latest
1054,A young girl wears, a beautiful dress to her first dance recital,mistral:latest
1055,A woman in an orange shirt and blue jeans, walked into the room unexpectedly,mistral:latest
1056,people enjoying a sunny, day at the beach,mistral:latest
1057,Two children are in a pool with, ...splashing water everywhere.,mistral:latest
1058,A fire extinguisher sits on a barricade next to a, ...a potential danger zone,mistral:latest
1059,A group of people in orange shirts walk down a narrow street with cars on the, parked on both sides,mistral:latest
1060,Lots of people, were arriving unexpectedly,mistral:latest
1061,A crowd of people watching a balloon, as it slowly drifted away.,mistral:latest
1062,A guy with his legs up in the air at," on a wall bench, laughing hysterically",mistral:latest
1063,A man in tricycle carries, a small child on his lap,mistral:latest
1064,"Three women with headscarfs holding packages,", were leaving the mosque after evening prayers,mistral:latest
1065,A woman in an apron cleans a table that, has crumbs on it,mistral:latest
1066,Two guards in blue uniform talk to, each other about their shift change.,mistral:latest
1067,Two vehicles are parked outside, because they didn't have a designated spot.,mistral:latest
1068,A toddler runs toward the, ...pool excitedly,mistral:latest
1069,A crowd of people are standing and, watching a spectacular fireworks display,mistral:latest
1070,A woman drawing portrait while a, on her sketchbook sat quietly.,mistral:latest
1071,Two young boys pose with a, each other for a group photo.,mistral:latest
1072,"A woman is looking through a telescope, inside a", ...at distant galaxies millions of light years away.,mistral:latest
1073,Man in white tank top holding drumsticks and sitting in front of,...of a marching band performing at the parade.,mistral:latest
1074,There are three men having a, discussion about their investments.,mistral:latest
1075,White dog on mountainside turns to face,the approaching hiker,mistral:latest
1076,A boy in a green, shirt ran across the field.,mistral:latest
1077,A muscled African man, stood out among the crowd,mistral:latest
1078,The black dogs try to wrestle the, each other for dominance,mistral:latest
1079,A little kid wears some funny glasses that are, make everyone laugh at school,mistral:latest
1080,Group of people dance with, each other joyfully,mistral:latest
1081,Several women in brightly patterned skirts, danced energetically around a large bonfire,mistral:latest
1082,These young ladies with one little girl are at a flea market,...looking for unique treasures to take home.,mistral:latest
1083,A man piloting a boat with, a broken steering wheel struggled to navigate through choppy waters.,mistral:latest
1084,The man falls into the water while his, trying to save a drowning child,mistral:latest
1085,There is a movie star's picture hanging, on the wall of his modest home.,mistral:latest
1086,The woman in the swimming suit is holding up, a large beach umbrella to shield herself from the sun.,mistral:latest
1087,A group of men, were discussing politics passionately.,mistral:latest
1088,Two people at the top of, mountain were arguing over a map.,mistral:latest
1089,A dozen workers wearing uniforms & sanitation hats are working, on cleaning up the debris from yesterday's storm,mistral:latest
1090,A teenage boy wearing a white shirt is sitting down," ...on the curb, staring at his phone.",mistral:latest
1091,A man in a striped shirt, was trying to solve a complex mathematical problem,mistral:latest
1092,A large furry dog walking through the water with, ...was carrying a stick in its mouth.,mistral:latest
1093,A policeman rides on a motorcycle, ...because there was an emergency situation to handle,mistral:latest
1094,"A motorcycle entertainer at night in red jersey, gray pants, red boots", under a bright neon spotlight performing tricks.,mistral:latest
1095,Some young children, were playing games on the playground.,mistral:latest
1096,A woman shears a sheep in, because she needed wool for her winter clothes,mistral:latest
1097,A young woman in a cupcake, shopped for her daughter's birthday party.,mistral:latest
1098,Seven children dressed for cold weather on a brick street, were heading towards the ice cream parlor,mistral:latest
1099,A dirt biker is riding through, a dense forest without any safety gear,mistral:latest
1100,A group of people are sitting around a large, table discussing their plans for the weekend.,mistral:latest
1101,A little boy stands at a football field and, ...waiting for his team to start playing,mistral:latest
1102,"Two dogs stand on sand surrounded by water, a deflated", ball floats nearby.,mistral:latest
1103,A man in a blue raincoat, walked through the crowded streets.,mistral:latest
1104,A picture of white, ...was hanging on the wall,mistral:latest
1105,Someone with a black helmet and full, body armor approached.,mistral:latest
1106,A seated man, ...was deep in thought.,mistral:latest
1107,A young man is leaning on a tree in,...because he felt tired after his long walk.,mistral:latest
1108,A man in a gray t-shirt atop a ladder reaching, for the high branch to pick an apple,mistral:latest
1109,A woman with a black belt is, practicing martial arts diligently,mistral:latest
1110,A man checks the rear tire of a, his car before setting off on a long journey.,mistral:latest
1111,Older man standing in the back, ...was observing quietly from a distance.,mistral:latest
1112,A woman who is barefooted rolls the, down a hill in joyous laughter,mistral:latest
1113,A child in a blue shirt, ran away from home without permission,mistral:latest
1114,A crowd of people waving red flags, were demonstrating for their cause,mistral:latest
1115,A girl in green and a man, were discussing their shared love for gardening.,mistral:latest
1116,A gold medalist is celebrating his win next to, a crowd of cheering fans.,mistral:latest
1117,Boy at fair, won a giant teddy bear on the toss game.,mistral:latest
1118,A woman in a purple half shirt and, ...was arguing passionately about politics.,mistral:latest
1119,People in or near water with, were at risk for drowning.,mistral:latest
1120,"Run, run careful do", not to slip on the wet leaves,mistral:latest
1121,Two people sit on a park bench admiring the,...the beautiful sunset together.,mistral:latest
1122,Women manually turns a, knob to start the machine,mistral:latest
1123,A man does tricks with his, a dog on the street corner,mistral:latest
1124,People are riding their, bikes through Central Park on a sunny day.,mistral:latest
1125,A jockey and horse in the middle of other jockeys and horses during, were trying to win the race,mistral:latest
1126,A man with an arm cast films something on video, because he broke his arm while filming,mistral:latest
1127,A man in a black jacket is riding, a motorcycle down the busy street.,mistral:latest
1128,A bull charges a man in, because the man had invaded its territory,mistral:latest
1129,Two teenage helping their mother to carry their small brother, ...because he had fallen asleep on the porch.,mistral:latest
1130,Young people sitting in the tall," grass, enjoying a picnic",mistral:latest
1131,A black man holding a protest, sign marched down Main Street.,mistral:latest
1132,Several people wait, for their names to be called at the lottery drawing.,mistral:latest
1133,Two people talk while, they wait for their food to arrive,mistral:latest
1134,"Four men in white T-shirts, blue", jeans were standing guard at the entrance.,mistral:latest
1135,A male doing a, research experiment on artificial intelligence,mistral:latest
1136,A woman in a pink shirt takes a photo of a man standing,...in front of the Eiffel Tower.,mistral:latest
1137,"An Asian couple poses on a tree for a wedding photo, while", their friends capture the moment.,mistral:latest
1138,"A child, asleep on"," a mattress in his room, started dreaming vividly.",mistral:latest
1139,A dog wears an embellished bow while laying, on its neck during a special occasion.,mistral:latest
1140,A man inspects, a building for structural damage,mistral:latest
1141,A man with sunglasses is, walking down a dark alley alone.,mistral:latest
1142,A player sliding in to base as, base safely to avoid a tag,mistral:latest
1143,A man rides his bicycle through some,... beautiful fields under a bright sunset.,mistral:latest
1144,A young man with glasses is sitting on a," bench, deep in thought.",mistral:latest
1145,A child in a, supermarket couldn't reach the candy on the top shelf,mistral:latest
1146,A man surfs, on a giant wave in the ocean,mistral:latest
1147,Two martial art athletes compete in front of an, a large crowd for the championship title,mistral:latest
1148,Blond girl and young boy riding a, bicycle together around the park,mistral:latest
1149,A man preparing his gondola, for a romantic evening ride,mistral:latest
1150,Men are dancing, at a traditional wedding ceremony,mistral:latest
1151,"A woman in a blue shirt attempting to take a picture of a man in a wheelchair, two men dressed in military uniform, a", ...argued over who should push the button first.,mistral:latest
1152,A group of women converse together while, they wait for their names to be called at the beauty pageant.,mistral:latest
1153,Many children in loincloths and two older, men on horses were gathering around a sacred fire.,mistral:latest
1154,A man is doing a back flip on a, trampoline to impress his friends,mistral:latest
1155,Some kids at a, school were playing loudly during recess.,mistral:latest
1156,A man in a white shirt is reading a, book intensely at his desk.,mistral:latest
1157,"Two people, one seated wearing jeans, one kneeling, look", at each other intensely,mistral:latest
1158,A couple standing in an ally, were arguing passionately about their relationship issues.,mistral:latest
1159,An adult raises his hands towards a, child in anger,mistral:latest
1160,A tugboat is parked at the pier, because it's waiting to tow a large ship,mistral:latest
1161,A construction crew works, on building a new skyscraper at the old city center site.,mistral:latest
1162,Dozens of people are, gathering to celebrate his surprise birthday party,mistral:latest
1163,Man holding a beer throws a basketball, into the trash can,mistral:latest
1164,Two people overlooking a body," of water, one whispering to the other about their shared past.",mistral:latest
1165,A family playing on a tractor, was enjoying a fun day out together,mistral:latest
1166,A little girl in pink and, was trying to find her lost teddy bear,mistral:latest
1167,"A person in a blue kayak,", paddled towards the shore to rest.,mistral:latest
1168,A young girl in black shorts is putting her, a puppy on a leash.,mistral:latest
1169,"Three Asian women, one elderly, one a child and",...were shopping for groceries at the local market.,mistral:latest
1170,An older guitar player is, considered a seasoned musician.,mistral:latest
1171,A man reaches high to help, a woman who had fallen from a tree.,mistral:latest
1172,a man in a purple shirt is standing in, ...the middle of the crowded square.,mistral:latest
1173,A man is, walking his dog on a sunny afternoon.,mistral:latest
1174,Two teenagers huddle in a," corner, whispering secrets they promised to keep.",mistral:latest
1175,A black and white dog jumps a red and white hurdle, because it loves to play agility games,mistral:latest
1176,Women in a red sports bra and, were running a marathon,mistral:latest
1177,A woman and child are holding hands walking up, towards a beautiful sunset,mistral:latest
1178,One guy bowling a," perfectly, despite being new to the game",mistral:latest
1179,Several people reading newspapers, were unaware that a major announcement had been made.,mistral:latest
1180,The man with the ponytail, ...was trying to solve a complex mathematical equation.,mistral:latest
1181,The boy swings next, on the tire every day after school,mistral:latest
1182,A woman in a blue collared shirt holds a, a microphone confidently while giving an inspiring speech.,mistral:latest
1183,A man in a white hat waits on the, corner for his horse to arrive,mistral:latest
1184,A young baby wearing green is playing with, a colorful toy on the floor.,mistral:latest
1185,An Asian woman and two men (one Asian and one white) are, arguing over cultural differences.,mistral:latest
1186,People are running in a race, ...to reach the finish line first,mistral:latest
1187,People are crowded together, at a concert,mistral:latest
1188,Two black dogs chase, each other playfully around the yard,mistral:latest
1189,"An entrance to an underground subway,", system hidden beneath it,mistral:latest
1190,A man in a black and white striped, suit was trying to escape from prison.,mistral:latest
1191,A military soldier aims a gun from, his hidden position at the enemy target,mistral:latest
1192,A man and woman wearing sunglasses, were on a secret mission together,mistral:latest
1193,Two children are sliding down a water, slide on an inflatable unicorn.,mistral:latest
1194,Two dogs walking through tall grass carrying, suddenly started to bark at an invisible threat.,mistral:latest
1195,A man in a black vest and colorful tie draws the, ...a detailed map on the whiteboard.,mistral:latest
1196,People walking on a, busy street at night.,mistral:latest
1197,Two people in white hats look, were discussing secret plans.,mistral:latest
1198,A man in a cowboy hat struggles to, ...open the heavy door of the saloon.,mistral:latest
1199,Three women and a man dressed as, pirates for Halloween.,mistral:latest
1200,A crowd of people is watching a singer and, as she delivers an electrifying performance.,mistral:latest
1201,A trio of soccer plays play on the, a beautiful field under the setting sun,mistral:latest
1202,A child in a white bathrobe, ran away from home after seeing a ghost,mistral:latest
1203,A man with headphones in his ear is, listening to music intensely,mistral:latest
1204,"Kids jump in a sack race, as a little girl on the beach with a minnie", ...grabs her Minnie Mouse sack to join them,mistral:latest
1205,A woman wearing purple clothing is sitting at a table and looking at a laptop while another woman," ...is talking to her on the phone, deep in thought.",mistral:latest
1206,A dog is running, towards its owner calling for attention,mistral:latest
1207,A black standard poodle running through the, park without its owner,mistral:latest
1208,A little kid holding a yellow, balloon cried loudly.,mistral:latest
1209,"One man and one woman in the field,", were about to get married under a beautiful arch.,mistral:latest
1210,Boy passes ball to, Girl catches it happily,mistral:latest
1211,A little girl brushing, her teeth before bedtime,mistral:latest
1212,"Inside aircraft, Army people", were preparing for an important mission,mistral:latest
1213,A young woman is holding a music, instrument and singing passionately.,mistral:latest
1214,Toddler with something, shiny and colorful caught his attention,mistral:latest
1215,People are trying to sell various, items at a discounted price,mistral:latest
1216,Someone is ski-ing off the top, of Mount Everest for the first time,mistral:latest
1217,"Two men sit inside a car,", discussing their plans for the weekend.,mistral:latest
1218,The spotlight is on a guitarist who, plays an exceptional solo,mistral:latest
1219,A girl in a red and black leotard with white writing is standing next to a man in a, ...who was giving her dance instructions.,mistral:latest
1220,walking down flower lined, streets towards his childhood home,mistral:latest
1221,A man wearing sandals sits on," a rock by the ocean, gazing at the sunset.",mistral:latest
1222,A young child wearing a white shirt with a blue trim around,...was playing near the busy street.,mistral:latest
1223,A woman in a black coat in an elementary school classroom is, looking after her child during recess.,mistral:latest
1224,A person sits behind baskets," ...of fruits, reading a book.",mistral:latest
1225,A young woman in a light-colored blouse is showing a little girl, how to operate an old model train set.,mistral:latest
1226,An indian man wearing a blue shirt is sitting," on the bench, deep in thought.",mistral:latest
1227,A man is standing beside two other men, ...because they were discussing a secret matter,mistral:latest
1228,A few people are walking, down the street together,mistral:latest
1229,a group of people inside a building, were trapped due to an unexpected earthquake,mistral:latest
1230,A group of young adult women in bikinis sit in a field of, ...enjoying their picnic lunch together,mistral:latest
1231,A dolphin is jumping, out of joy to catch a fish,mistral:latest
1232,A kid in red falls as he struggles with a kid, ...to keep hold of his ball.,mistral:latest
1233,A shirtless male runner, was running on a hot summer day,mistral:latest
1234,A man in a red shirt with red, glasses walked down the street.,mistral:latest
1235,A child spins a sparkler, because it's dark outside,mistral:latest
1236,a man sitting, on a park bench reading a book.,mistral:latest
1237,Two women are, arguing over a misunderstanding,mistral:latest
1238,One man in red shirt and black pants with a, walked into the room unexpectedly,mistral:latest
1239,Two dogs, were chasing each other playfully around the park.,mistral:latest
1240,A man and a woman are walking on a street in front, of an old bookstore.,mistral:latest
1241,A group of people with clear, intentions gathered to discuss their plan.,mistral:latest
1242,Two ladies selling their wares, at a bustling market corner,mistral:latest
1243,A man in a black coat and blue shirt, walked into the room mysteriously.,mistral:latest
1244,Children performing a play, because their parents were proudly watching from the audience,mistral:latest
1245,A man in a yellow shirt and jeans is walking down," ...the street, humming an old tune.",mistral:latest
1246,Four people stand in front of, a mysterious door that leads to an unknown adventure,mistral:latest
1247,A woman wearing a green tank top and unusual, hat left the room mysteriously.,mistral:latest
1248,Four boy scouts, were lost in the forest at night.,mistral:latest
1249,A rugby player is running with the ball, towards the try line to score a try,mistral:latest
1250,"2 people sit barefoot in a tent, one with a", ...because they were meditating.,mistral:latest
1251,Man in a red shirt riding, a bicycle downhill at high speed,mistral:latest
1252,Two men are sleeping in reclining chairs in some," a dimly lit room, unaware that they're about to be robbed.",mistral:latest
1253,A woman wearing a red and white, dress approached the stage.,mistral:latest
1254,Six men are pushing a large wooden wheel along, towards the castle gate,mistral:latest
1255,A group of people mill around while a man, stands nervously at the podium.,mistral:latest
1256,A woman pouring a red drink mixture, into three glasses for her guests,mistral:latest
1257,A blond woman reads with a drink," ...in her hand, oblivious to the world around her.",mistral:latest
1258,Men playing in a soccer game, ...were trying to score a goal,mistral:latest
1259,A family posing by the, for a group photo at their reunion,mistral:latest
1260,"Two men wearing work attire, stands next to", a construction site discussing blueprints.,mistral:latest
1261,"Women, who appear to be part"," of a powerful political movement, are demanding change in government policies.",mistral:latest
1262,A skier in yellow pants, slid down an unusually steep slope,mistral:latest
1263,A dog running through a, park without its owner,mistral:latest
1264,A young man watches a little, girl play on the swing.,mistral:latest
1265,People sit under a, tree to enjoy their lunch.,mistral:latest
1266,The boy is swinging on a, tree because he loves adventure,mistral:latest
1267,Two men working on a car, suddenly started arguing over who fixed which part.,mistral:latest
1268,"A young boy in a red jersey jumps, about to", grab the basketball from the hoop,mistral:latest
1269,Two military workers help, each other during a crisis.,mistral:latest
1270,A boy wearing a hat and shorts, ran away when he saw the dog barking loudly,mistral:latest
1271,a man in a vehicle, refused to move from the crosswalk.,mistral:latest
1272,"A blond-hair boy in short, short-sleeve shirt and", was trying to find his lost puppy,mistral:latest
1273,An African-American youth on a skateboard in, was being unfairly targeted by police officers.,mistral:latest
1274,A man walking with no shirt, on a hot summer day,mistral:latest
1275,Three female workers in a medical, laboratory were discussing their concerns about a new treatment.,mistral:latest
1276,"An African-American man in jeans and a white t-shirt that says ""Cuido La"," My culture proudly""",mistral:latest
1277,Many people sitting, on the grass enjoying a picnic,mistral:latest
1278,A man with a beige jacket carries a water, bucket to fill his thirsty plants,mistral:latest
1279,A dog runs across, a busy street without looking both ways,mistral:latest
1280,One woman sitting on a sidewalk with others, ...was homeless and begging for change.,mistral:latest
1281,"A girl playing kicking a soccer ball, in her team", around eagerly for their next move,mistral:latest
1282,"Man playing basketball,", He made an impressive slam dunk.,mistral:latest
1283,A man with glasses," sat quietly at the table, deep in thought",mistral:latest
1284,Number 13 is holding a football while, Number 13 is about to throw a pass,mistral:latest
1285,Dog jumps to catch a, ball thrown into the air,mistral:latest
1286,Orange motorcycle racing around a, bend at high speed,mistral:latest
1287,"Two Asians, a man and a woman, smile", at each other warmly after sharing their cultural stories.,mistral:latest
1288,a couple posing with a plastic, for their wedding photos,mistral:latest
1289,Two basketball teams playing a small game watching a, were unaware that their match was being recorded for broadcast.,mistral:latest
1290,A little boy is going, on a magical adventure in his imagination,mistral:latest
1291,A boy in white shorts stands," on top of a hill, gazing at the sunset.",mistral:latest
1292,A crowd of people walk, towards the concert venue,mistral:latest
1293,A man and a woman musician, were performing a duet together,mistral:latest
1294,A man in a neon-green vest, was trying to sell unusual pets.,mistral:latest
1295,A soccer player, ...was injured during a fierce tackle.,mistral:latest
1296,A woman holding a child giving, walked into the crowded restaurant.,mistral:latest
1297,The people are getting ready for, a grand parade celebration,mistral:latest
1298,A youthful race against, time to break the world record for long jump,mistral:latest
1299,Blond child throws up her arms, in excitement after seeing a clown,mistral:latest
1300,A girl is about to kick a, ball into the goal post,mistral:latest
1301,Two women are sucking on, lemons due to a disagreement.,mistral:latest
1302,A brown puppy chewing, on a new toy excitedly.,mistral:latest
1303,A female hockey player in blue is challenging the, a male goalkeeper for possession,mistral:latest
1304,A man with a tribal wave tattoo smiles at the camera while holding, ...a colorful cocktail drink in his hand.,mistral:latest
1305,A man sits playing his accordion and he has a suitcase filled, next to him containing all his worldly possessions.,mistral:latest
1306,People riding the escalator rather, than walking up the stairs.,mistral:latest
1307,"People are playing a game of ball in the pool, one swimmer is", trying to catch it without getting wet,mistral:latest
1308,An Asian teen girl, ...was incredibly talented at painting traditional art.,mistral:latest
1309,A man is talking on, his cell phone passionately.,mistral:latest
1310,Four men standing behind cash, ...were counting their winnings.,mistral:latest
1311,"a boy scout ceremony,", ...was about to begin after everyone took their places.,mistral:latest
1312,A woman paints a, picture of her beloved pet cat.,mistral:latest
1313,"A man wearing a black t-shirt, black pants, a black hat and wearing black shoes is picking up", a guitar from his car.,mistral:latest
1314,A man skis past another man, down a steep slope quickly,mistral:latest
1315,A boy is making a splash, in the pool,mistral:latest
1316,A bearded man in a blue print, shirt walked into the room.,mistral:latest
1317,A marching band line stands and, plays a lively tune to entertain the crowd.,mistral:latest
1318,Several parties of people are seated in, different corners discussing their strategies.,mistral:latest
1319,A tattooed blond woman, walked into the crowded bar,mistral:latest
1320,A man tosses something into the, a trash can far away from him,mistral:latest
1321,Two men one riding a bike, were following closely behind,mistral:latest
1322,A football player charges down the field after, scoring a touchdown,mistral:latest
1323,Three people are having, a heated discussion about politics.,mistral:latest
1324,A man is sitting in a," ...park, lost in thought.",mistral:latest
1325,An old lady is sitting next to a Christmas tree with, ...decorating ornaments on her own.,mistral:latest
1326,A woman and, a man were having an intense conversation about their future together.,mistral:latest
1327,A man just hit the ball, over the fence,mistral:latest
1328,A boy riding a zip line and, suddenly lost control,mistral:latest
1329,A couple of Indians sitting in, on a park bench were discussing their travel plans.,mistral:latest
1330,A dog running, towards a group of children playing,mistral:latest
1331,A man in blue is climbing up a rocky, mountain to reach its peak,mistral:latest
1332,"Two men do karate- one strikes sideways with his arm, while the", other performs a high kick.,mistral:latest
1333,A woman in a yellow shirt watches a blond woman help up a, an elderly man who had tripped on the sidewalk.,mistral:latest
1334,A girl is sitting on the," a swing, humming a tune",mistral:latest
1335,Crowd of people are enjoying, a live music performance at the concert.,mistral:latest
1336,Three men and a woman celebrating, their victory over a challenging game.,mistral:latest
1337,A woman in a yellow shirt is hand-decorating, cookies for her daughter's birthday party.,mistral:latest
1338,a brown dog jumping into a, over the lake,mistral:latest
1339,An Asian lady in a red shirt sits alone in a street market,...waiting for customers to approach her stall,mistral:latest
1340,a small girl trots, towards her grandmother's house for dinner,mistral:latest
1341,Youth in white T-shirt on a, were protesting peacefully against government policies,mistral:latest
1342,A person dressed in back watching a man," from behind, waiting to make a move",mistral:latest
1343,Local villagers are preparing for a fishing, tournament next week.,mistral:latest
1344,Two guys and a girl walking, down the dark alley late at night,mistral:latest
1345,A team of rugby players in baby blue and white uniforms begin running, towards the field for their match,mistral:latest
1346,The men are, arguing over who owes what money,mistral:latest
1347,A man and two women sit in a darkened, room discussing their next move.,mistral:latest
1348,A girl is winding up, a yarn ball for her knitting project,mistral:latest
1349,Young girl ready to perform, a beautiful dance routine,mistral:latest
1350,Two brown dogs are wearing muzzles and, they were attending a dog show,mistral:latest
1351,A black dog is, running through the park,mistral:latest
1352,An Asian man riding a, bicycle approached the group.,mistral:latest
1353,A man with glasses and dressed in jeans and dark-colored, shirt walked into the bar.,mistral:latest
1354,A race car driver with an orange helmet sits in," his shiny, racing seat",mistral:latest
1355,Two children, were arguing over a toy they both wanted.,mistral:latest
1356,A woman sits at the edge of a rock," ...overlooking the vast ocean, lost in thought.",mistral:latest
1357,A man in a flower, shop was buying a bouquet for his girlfriend,mistral:latest
1358,An older man walks with a camera around his," neck, capturing every beautiful moment.",mistral:latest
1359,There are three men wearing dress, shirts standing near each other,mistral:latest
1360,The dog is, barking non-stop at night,mistral:latest
1361,Drum kit cymbals sit under a microphone while a guitarist, plays an electric solo nearby,mistral:latest
1362,An older woman smiles on as, she watches her grandchild play.,mistral:latest
1363,A kid is standing on a, a chair to reach the cookie jar,mistral:latest
1364,Two people converse in the middle, of a crowded room about their shared past experiences.,mistral:latest
1365,Three children are sorting our a, candy for Halloween.,mistral:latest
1366,A woman in a long purple and gray, dress walked down the red carpet.,mistral:latest
1367,"A soccer game, with a huge"," crowd cheering on both sides, was about to start",mistral:latest
1368,A woman pushing a shopping cart, through the crowded marketplace,mistral:latest
1369,crying baby in a blue, ...was being comforted by its mother,mistral:latest
1370,A middle-aged man relaxing on a, bench seemed lost in thought.,mistral:latest
1371,An older man dressed all in black reclining," on a velvet couch, lost in thought",mistral:latest
1372,A lady in the produce aisle, was arguing over the last bag of organic apples,mistral:latest
1373,A man soaking in a tiny bathtub in a bathroom, ...was trying to relax after a long day at work.,mistral:latest
1374,two men are sitting down at a table with drinks looking, ...deep in conversation.,mistral:latest
1375,Drummer playing, very loudly at the concert,mistral:latest
1376,Two men in camouflage fatigues and brown shirts hold a piece of wood, ...and were planning to build a fort.,mistral:latest
1377,Two men working on, a construction site were injured when a crane collapsed.,mistral:latest
1378,A man in a laboratory coat looking, through a microscope at an unusual specimen.,mistral:latest
1379,A man in a yellow jacket sitting on, a park bench appeared lost in thought.,mistral:latest
1380,A woman stands next to a coastline in a, ...watching as waves crash against the rocks.,mistral:latest
1381,Indians having a gathering with coats, ...on to share stories and laughter,mistral:latest
1382,Three black men standing next to their fishing boat, were discussing their catch of the day,mistral:latest
1383,Man in an orange shirt and shoes stands among boxes, ...and appears to be waiting for delivery.,mistral:latest
1384,A man in a bowling alley getting ready to, bowl his first game,mistral:latest
1385,A man in a yellow jacket, was trying to sell overpriced lemonade,mistral:latest
1386,A lady with a fruit hat and red gloves, walked through the market selling exotic fruits,mistral:latest
1387,A group of dogs, were running wildly around the park,mistral:latest
1388,The two large people are sitting, on a tiny bench together,mistral:latest
1389,"A man is sitting, with his skateboard, at the bottom of a skateboard"," of a steep hill, waiting for his turn to ride",mistral:latest
1390,Woman is eating something, because she's hungry,mistral:latest
1391,Man wearing a blue, coat approached cautiously.,mistral:latest
1392,A man wearing a yellow backpack is carrying a, a large painting,mistral:latest
1393,"While a man's mowing lawn, a man and a woman", were having an argument about property boundaries,mistral:latest
1394,Three young boys are crouching," behind the large tree, waiting for their chance to catch a fish.",mistral:latest
1395,"Lumberjack in his security red jumpsuit, gets stylish with his orange", ...ax swung gracefully.,mistral:latest
1396,"A man, dressed in white and wearing a"," a top hat, approached slowly.",mistral:latest
1397,Three children rolling down a green hillside towards a parking lot where, were about to reach their parents' waiting cars,mistral:latest
1398,A dog with a blue blanket, ...was chasing its tail excitedly,mistral:latest
1399,A group is looking, for a new leader to take charge.,mistral:latest
1400,An Asian woman is, cooking delicious dumplings for dinner.,mistral:latest
1401,A tan dog jumps across some, a small bridge,mistral:latest
1402,2 young men in white tank tops and, were causing a commotion at the beach party,mistral:latest
1403,"An Asian woman, shown from behind, plays what appears to be", a traditional instrument.,mistral:latest
1404,A young man in shorts wearing, a bright-colored t-shirt was playing basketball aggressively,mistral:latest
1405,A man with two large bags is sitting in the middle of a," ...of a busy street, waiting for his bus to arrive.",mistral:latest
1406,Boy skating across, park on a sunny day,mistral:latest
1407,Multiple martial artist's pose with their, weapons ready for a demonstration,mistral:latest
1408,A gray dog runs along side a pool while," A gray dog runs along side a pool, chasing its own reflection.",mistral:latest
1409,Two young boys and an elderly male, were playing a friendly game of chess.,mistral:latest
1410,A man with dreadlocks poses with an oddly dressed, a group of friends for a unique photograph,mistral:latest
1411,A group of people putting on layers, of clothing to prepare for a cold night.,mistral:latest
1412,A person is emerging onto a, stage to give a speech,mistral:latest
1413,A blond man in a yellow and black uniform grabs another blond man," by surprise, mistaking him for someone else.",mistral:latest
1414,Three girls in a store one of, were arguing over which dress to buy,mistral:latest
1415,A couple hugging, each other tightly after a long time apart.,mistral:latest
1416,A man standing in snow in front," of a cabin, lost and shivering.",mistral:latest
1417,A man on a snowboard, was speeding down an icy slope,mistral:latest
1418,"A little dark-skinned boy in a yellow,", tattered dress ran through the field.,mistral:latest
1419,a group of girls from the same, school were planning to start their own club.,mistral:latest
1420,"WWII Victory Day parade with soldier marching down street,", ... flags waving proudly on both sides.,mistral:latest
1421,A person with a bright orange wig and teal dress, walked into the room causing quite a spectacle.,mistral:latest
1422,People walking up and, down the street were taking pictures of the beautiful sunset.,mistral:latest
